,Track,Artists,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
475,Boss Bitch,Doja Cat,78qd8dvwea0Gosb6Fe6j3k,0.707,0.955,10,-4.593,0,0.222,0.127,0,0.202,0.575,125.989
476,Follow,"KAROL G, Anuel AA",2w1rq80FIrbxeJy9WYURxw,0.735,0.787,7,-4.375,0,0.16,0.667,6.15e-06,0.0721,0.455,168.997
477,Relación,Sech,3ZG8N7aWw2meb6UrI5ZmnZ,0.805,0.562,7,-3.117,0,0.105,0.125,4.96e-06,0.148,0.767,172.094
478,Barrer a Casa,"Sofia Ellar, Alvaro Soler",6H2P5S8Aa3an5LNuhd1DqI,0.454,0.404,0,-6.962,0,0.141,0.833,0,0.0843,0.448,172.614
479,No Se Perdona,"Rels B, Nathy Peluso",7B5H39EGyskcG7OloPZi3I,0.845,0.628,1,-4.15,0,0.195,0.457,0,0.0656,0.558,98.025
480,Pero a tu lado,Los Secretos,3JOXwHPhtdRU3kYKcf64Gj,0.482,0.857,6,-4.841,1,0.105,0.367,6.5e-05,0.0756,0.87,79.105
481,3 de Abril,Anuel AA,1c2oYPFni5vth1v9M7fYZb,0.511,0.596,1,-6.558,0,0.405,0.765,2.89e-06,0.0879,0.481,171.858
482,Si Tú La Quieres,"David Bisbal, Aitana",35qwAQ3oZeKAMhR3hCV9IM,0.748,0.778,0,-4.582,0,0.0685,0.147,1.57e-06,0.093,0.607,100.053
483,Mi Pequeño Chernóbil,Leiva,4uctPC0cRfw3vOmK2YF4xR,0.509,0.669,7,-7.763,1,0.0423,0.00538,0.00494,0.107,0.305,131.846
484,Desde las Alturas,Guitarricadelafuente,44ojSkwMRjy7GRAOdKkNKz,0.559,0.219,2,-10.447,0,0.0344,0.833,6.16e-06,0.0981,0.221,99.195
485,Nunca Te Olvidé,Morat,17L298LW5beLnrE7jCrAh6,0.564,0.832,6,-4.46,1,0.0481,0.0521,0,0.069,0.826,93.783
486,Toosie Slide,Drake,127QTOFJsJQp5LbJbu3A1y,0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618
487,Resistiré,"Resistiré 2020, Alex Ubago, Carlos Baute, Despistaos, Diana Navarro, Efecto Pasillo, Georgina, Mikel Erentxun, Nil Moliner, Rosana, Rulo y la contrabanda, Alvaro Soler, Conchita, David Bisbal, David Otero, David Summers, Dvicio, Efecto Mariposa, ELE, India Martinez, Jose Merce, Josemi Carmona, Pedro Guerra, Pitingo, Rozalén, Sofia Ellar, Andrés Suárez, Pastora Soler, Vanesa Martín, Blas Cantó, Melendi, Manuel Carrasco",5Z3eEWd02O1RekV96ohDPx,0.704,0.764,4,-6.508,0,0.026,0.167,0,0.235,0.709,100.018
488,Sigo,"ARON, Moonkey, MYGAL",0etsGe9x9YXcs6OrNOYcYo,0.722,0.596,5,-8.289,0,0.156,0.129,0,0.113,0.291,78.515
489,La Calle,"Alex Sensation, Myke Towers, Jhay Cortez, Arcangel, De La Ghetto, Darell",4yL2Z0APTcHIE9RJWVfTUt,0.77,0.813,7,-3.424,1,0.139,0.297,1.82e-06,0.158,0.717,98.024
490,Dueña De Ti,Recycled J,4zt7c0tpVPmg1jDEI0iqPu,0.622,0.425,1,-8.663,1,0.348,0.453,0,0.101,0.218,187.819
491,Dime Cuánto,"Hard GZ, Lupita's Friends, Delaossa",3n3TDn3kaH4Avp8NG7LVtq,0.652,0.632,2,-9.988,0,0.46,0.683,0,0.122,0.437,88.453
492,Un canto a la vida,Vanesa Martín,0KtBbO1aL5QEbPT6NpIgZ7,0.47,0.689,0,-3.484,0,0.0296,0.227,0,0.138,0.291,155.904
493,Yo Sabía,Rauw Alejandro,4MejJplHSsSoURz1oTMQ3s,0.676,0.763,10,-2.613,1,0.111,0.577,0,0.0952,0.482,159.997
494,Al Alba - Remasterizado,Luis Eduardo Aute,0OXMtHq7Nnu3D5slUJHNn0,0.663,0.308,9,-10.873,0,0.0382,0.351,0.000284,0.0822,0.323,112.114
495,Vivir (with Estopa),Rozalén,0n2lJjskWdFCvLI3ExAGha,0.715,0.906,8,-5.478,1,0.28,0.353,0,0.112,0.777,101.088
496,Cuando Éramos Dos,"Sinsinati, Álvaro De Luna",1sPw28uimhBPPvxpwmfljV,0.56,0.589,6,-5.612,0,0.0419,0.135,0,0.109,0.712,100.04
497,Dime Bbsita,"Robledo, Alex Martini",5mBWQ675Eb4j4fn6iuNnOe,0.813,0.544,5,-8.884,1,0.0577,0.0766,0,0.371,0.707,95.019
498,Tu Eres Un Bom Bom - Remix,"Kafu Banton, Bad Gyal",1Z9HnKFO3f332B9Ngp0Iyx,0.882,0.706,1,-5.015,1,0.177,0.00984,0.000123,0.346,0.521,97.013
499,Sigues Con El - Remix,"Arcangel, Sech, Romeo Santos",4Pu0a2TuHOYtI4CCE3HEXI,0.747,0.693,1,-2.97,0,0.298,0.102,2.61e-06,0.0872,0.736,175.994
500,Los Huesos,"Dani Martín, Juanes",6HboVMO4VF8gQUtR6ZQttz,0.777,0.804,11,-4.807,0,0.228,0.0724,0,0.0637,0.866,165.912
501,Calma,Flavio,3GgwZPr3pKogbWn6xOXcLm,0.732,0.764,2,-4.146,1,0.186,0.186,0,0.131,0.668,91.979
502,MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",14wf185UxfNbSy8dwt4r4q,0.894,0.635,2,-6.929,1,0.0473,0.193,0.00105,0.0823,0.428,105.013
503,Dolores - Remix,"Choclock, Cazzu, Rels B",2NUUKFF6RNPCMCy5pSIR04,0.791,0.445,7,-5.638,1,0.332,0.0342,0.0021,0.0711,0.231,170.045
504,Madrid X Marbella,"Juan Magán, Belinda",3DiE3kg9WyLw0s8Sa7aTPE,0.702,0.729,7,-3.954,0,0.0762,0.137,0,0.0603,0.561,180.054
505,Prisión Esperanza,Manuel Carrasco,4bZWu2VnWVT25Dr12kOotf,0.359,0.368,11,-9.731,0,0.0665,0.707,2.63e-05,0.0906,0.461,75.161
506,Level of Concern,Twenty One Pilots,6xZ4Q2k2ompmDppyeESIY8,0.754,0.583,4,-7.34,0,0.0432,0.32,0.00015,0.144,0.77,122.012
507,Boyfriend,Selena Gomez,4QnC1bIaMSfDQvF4XDhV5M,0.811,0.512,2,-6.381,1,0.17,0.218,0.0262,0.0768,0.346,92.046
508,Cuando estés aquí,Pablo Alborán,1yO5KgygGOA8FsZOhmyrUb,0.46,0.488,11,-6.391,0,0.0491,0.84,0,0.197,0.249,89.1
509,Savage,Megan Thee Stallion,55CHeLEfn5iJ0IIkgaa4si,0.843,0.741,11,-5.609,1,0.334,0.0252,0,0.096,0.68,168.983
510,Bailemos,Dani Fernández,5EnaxC9amhXY55ezw87SL8,0.649,0.555,1,-4.655,1,0.0292,0.0616,3.45e-06,0.0874,0.607,128.009
511,Besos,El Canto Del Loco,7MKO7rUZzjw8p87zdZDgqa,0.576,0.909,10,-3.306,1,0.0523,0.00679,4.42e-06,0.134,0.544,104.971
512,El Efecto,"Rauw Alejandro, Chencho Corleone",4SJHHpKhcuXwDsCsPqshXj,0.849,0.781,0,-4.635,0,0.159,0.406,0,0.0801,0.893,84.041
513,ily (i love you baby) (feat. Emilee),Surf Mesa,62aP9fBQKYKxi7PDXwcUAS,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05
514,Roma,Pole.,08meXSk6aLXfP0EpNA1s0E,0.62,0.655,4,-7.946,1,0.0505,0.678,0,0.217,0.202,93.983
515,Sola & Vacía,"Casper Magico, Anuel AA",46V4kseB66GjFGklCgynGX,0.712,0.851,0,-3.359,1,0.149,0.207,4e-06,0.0334,0.542,95.973
516,No Me Ame,"Rvssian, Anuel AA, Juice WRLD",2AuWgceaQyfMoI3EGavwGb,0.68,0.766,11,-4.799,0,0.0923,0.0411,0,0.116,0.28,160.095
517,Ponte Pa' Mi,"Rauw Alejandro, Myke Towers, Sky Rompiendo",10u2iOS0r6plfb9GknD7g4,0.809,0.624,8,-4.963,0,0.155,0.41,0,0.108,0.629,85.011
518,Y a mi qué?,"Don Patricio, InnerCut",36WEIfujsYbkA2WoLhSRkl,0.926,0.44,2,-8.285,0,0.482,0.33,0,0.113,0.894,139.937
519,Kurt Cobain,Natos y Waor,4DJyWWWkZNSK27XdcEzXzw,0.565,0.664,7,-5.573,0,0.116,0.0497,3.12e-06,0.0671,0.32,156.048
520,La Buena Sombra,IZAL,67HWsN2AzmPNiIY8H4ZGYs,0.595,0.882,4,-4.504,0,0.0706,0.498,0,0.118,0.435,156.103
521,Aves Enjauladas,Rozalén,7vi5ATzi8QEwPb2flP5V2J,0.583,0.358,9,-7.989,1,0.0342,0.748,0,0.0917,0.561,106.741
522,Trofeo,Sech,4d2xH6EHSOycRY4BjOTKel,0.744,0.758,6,-4.04,1,0.0554,0.267,0.000813,0.0872,0.879,153.92
523,Cadenas,Maikel Delacalle,4Qi9qR6nOoNUutw2eaCTYw,0.81,0.657,0,-3.274,1,0.244,0.153,0,0.0931,0.308,174.083
524,La Gatita,"Lalo Ebratt, Tainy",2fFzjaJfyKnm4Ss4XJ9rU2,0.627,0.714,7,-3.022,1,0.149,0.0574,1.32e-05,0.0827,0.345,186.081
525,I’m Ready (with Demi Lovato),Sam Smith,1fipvP2zmef6vN2IwXfJhY,0.501,0.674,5,-6.363,1,0.0408,0.00346,3.56e-05,0.282,0.152,155.051
526,Escápate,Naim Darrechi,4rgPmoYCYGuWl821vOvIHv,0.81,0.448,0,-4.035,0,0.0563,0.21,0,0.0704,0.669,130.013
527,Baby,"El Daddy, Rvfv, Daviles de Novelda",3plOodIqdpJZhgk9ArnHtb,0.844,0.855,9,-3.703,1,0.062,0.655,0.00665,0.0685,0.956,95.03
528,Por Primera Vez,"Camilo, Evaluna Montaner",0gWbAFRcUyZKdfUxEOuOiD,0.716,0.588,1,-3.952,1,0.116,0.152,0,0.0847,0.707,165.896
529,Perreo Intenso,"Ankhal, Farruko, Guaynaa, KEVVO",4B2kFp1ulVz1FgwVYSShoj,0.747,0.95,4,-2.946,0,0.263,0.0417,1.72e-06,0.0875,0.689,183.912
530,Inolvidable,"Ovy On The Drums, Beéle",0OTtnwUO8natNWSwdZvXVF,0.84,0.543,0,-4.941,1,0.0568,0.678,0,0.128,0.74,139.929
531,20 de abril,Celtas Cortos,7ifOnwJC0oH7cfbJQbUye1,0.611,0.866,0,-5.135,1,0.0285,0.0274,2.89e-05,0.278,0.826,114.016
532,La Forma en Que Me Miras,"Super Yei, Jone Quest, Sammy, Myke Towers, Lenny Tavárez, Rafa Pabön",57Ba26w9eoXx8BBUNgRNLV,0.656,0.665,1,-1.387,1,0.189,0.149,8.33e-06,0.16,0.569,189.984
533,Skechers,DripReport,2alc8VZAzDgdAsL2QMk3hu,0.903,0.327,1,-9.727,1,0.0877,0.26,0.011,0.108,0.274,100.008
534,Pensamientos,Morad,0qhRcON3XfDTeeDC8PVmpL,0.551,0.764,3,-6.008,0,0.269,0.62,5.27e-06,0.112,0.503,103.502
535,Lo Malo,Morad,49NRbchJlE6KI508aCLfT9,0.767,0.763,2,-4.967,0,0.104,0.226,0.000294,0.125,0.491,97.989
536,Tienes Que,Morad,1qmoMTSBtAMf7hs9l6Ss9b,0.82,0.649,11,-6.013,1,0.0376,0.592,2.4e-05,0.125,0.788,130.001
537,No Hace Na,Morad,6Yqwk7tGJYbvc1Se0tbahd,0.771,0.739,9,-5.774,0,0.0783,0.203,0,0.156,0.445,104.03
538,SICKO MODE,Travis Scott,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008
539,Nunca Estoy,C. Tangana,6N4ioa3XSbvjmwdVEERl8F,0.913,0.369,2,-5.299,1,0.12,0.476,0.00609,0.309,0.436,135.019
540,Recuerdos - Freestyle,Morad,4ABxiBGIzg1LTqgKBW9bwG,0.823,0.787,5,-3.963,0,0.0383,0.341,0.000235,0.126,0.817,131.05
541,goosebumps,Travis Scott,6gBFPUFcJLzWGx4lenP6h2,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049
542,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,0,-7.648,0,0.0514,0.233,0,0.157,0.28,129.979
543,"Hola, Nena (feat. Omar Montes)",Nyno Vargas,2EAwcFW9NeuhnZ0q5aYhFL,0.749,0.772,8,-2.976,0,0.243,0.469,1.14e-06,0.0935,0.718,179.896
544,ADMV,Maluma,3eJMSq78dDaFb7VvhNFnq6,0.565,0.39,9,-4.959,1,0.0556,0.817,0,0.126,0.708,163.781
545,Sin Más,Samantha,69ABUF7WLbzYixqY4uAIFW,0.721,0.745,0,-7.13,0,0.0376,0.175,0.00125,0.15,0.431,135.05
546,La Luna,"Los del Control, DELLAFUENTE",5ly2dOakEFBpaqWrXHepyQ,0.76,0.795,11,-3.973,0,0.0625,0.17,0,0.134,0.564,92.025
547,Loco - Remix,"Farruko, Beéle, Natti Natasha, Manuel Turizo",6nGM44ZP7vSo0istUW2MOq,0.908,0.529,6,-7.032,1,0.135,0.157,0.000142,0.0634,0.743,105.021
548,BUTTERFLY EFFECT,Travis Scott,2cYqizR4lgvp4Qu6IQ3qGN,0.763,0.628,11,-5.85,1,0.05,0.0531,0,0.114,0.193,140.958
549,STARGAZING,Travis Scott,7wBJfHzpfI3032CSD7CE2m,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007
550,Illuminati,"Lil Pump, Anuel AA",0IGQvkMGwRuL0wWzVQw1Bc,0.764,0.538,8,-5.358,1,0.271,0.18,0,0.0967,0.233,129.942
551,+Linda,Dalex,5cBrOhKDyiJF9bPGUHKkG0,0.66,0.503,9,-5.501,1,0.34,0.131,0,0.13,0.396,175.896
552,Muchacha,"Gente De Zona, Becky G",2vI4SxtYqAQD5h1nSrqfKM,0.83,0.837,11,-4.789,0,0.141,0.0784,5.87e-05,0.0824,0.744,115.976
553,YOSEMITE,Travis Scott,7lAK3oHbfEnvUQWosrMMpR,0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047
554,Hoy,Antonio Orozco,1PX97yGl4leSNcsbAZ2UUB,0.629,0.662,11,-6.691,1,0.0367,0.0764,5.51e-06,0.359,0.352,134.994
555,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",1mohfLaTJtB2RplHLQVM70,0.815,0.715,4,-4.65,0,0.207,0.3,4.83e-06,0.091,0.786,176.007
556,Tak Tiki Tak,Harry Nach,7gwwt1IaAWwmB7af0AcuBM,0.801,0.579,11,-4.78,0,0.0813,0.333,0.000355,0.172,0.231,99.994
557,No Puedo Vivir Sin Ti,Los Ronaldos,1EC0JRoSi9YL5zExd3Euc3,0.593,0.804,0,-4.917,1,0.037,0.412,0,0.109,0.596,128.425
558,Estoy Hecho De Pedacitos De Ti,Antonio Orozco,3GvEbQqLuKf68IOEyvuUHD,0.537,0.49,2,-6.86,1,0.0309,0.235,0,0.113,0.327,143.861
559,Aleluya (Pt.2),Rels B,2zBgCRY5xJfbjPuG9MTSA2,0.836,0.585,10,-7.668,1,0.0841,0.0789,0.000649,0.11,0.675,151.948
560,Para Llegar Arriba (Pt.1),Rels B,30QkPf3KGmQcEJxWUToPs7,0.616,0.706,6,-4.697,0,0.251,0.672,4.27e-05,0.838,0.663,86.97
561,Similares (feat. Sinsinati),Efecto Pasillo,74CBYERIN0oOdZ6x9h2L3R,0.626,0.8,1,-5.399,1,0.0681,0.0907,0,0.0946,0.876,99.978
562,PAM,"Justin Quiles, Daddy Yankee, El Alfa",0eeKDrQxjqNl5bX5VCHDcn,0.889,0.863,11,-3.011,1,0.0757,0.289,0.000603,0.0798,0.776,112.953
563,Mariposa,Pablo López,1fYpHGrPkx3aGgY6C0uPFv,0.669,0.704,2,-6.765,0,0.0458,0.513,0.0028,0.0653,0.31,97.962
564,Goteo,Paloma Mami,634fDJYRCr5yzqfFWa9rfS,0.876,0.568,0,-5.755,1,0.0533,0.411,0.00274,0.187,0.593,98.027
565,Casino,Sech,3gsMgG06G0igLNVVe1RDak,0.51,0.506,5,-3.88,1,0.305,0.512,0,0.301,0.653,83.01
566,Pain 1993 (with Playboi Carti),Drake,6Kj17Afjo1OKJYpf5VzCeo,0.825,0.373,5,-5.532,0,0.108,0.163,0,0.368,0.12,77.271
567,Be Kind (with Halsey),Marshmello,3Z8FwOEN59mRMxDCtb8N0A,0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995
568,WOW,Bryant Myers,56aKqvLJGEsJgCXvczNv0i,0.66,0.698,10,-5.383,0,0.32,0.176,0,0.231,0.486,179.73
569,If the World Was Ending - feat. Julia Michaels,JP Saxe,2kJwzbxV2ppxnQoYw4GLBZ,0.464,0.473,1,-10.086,1,0.129,0.866,0,0.109,0.604,75.801
570,Quiéreme Mientras Se Pueda,Manuel Turizo,34LI7rwi9H8w2S5KTHnv1M,0.793,0.782,4,-3.945,1,0.0582,0.447,0,0.124,0.81,143.86
571,Guille Asesino,C. Tangana,7jx4MkfAR6y1lGAqhqJtlP,0.408,0.78,7,-7.273,1,0.123,0.109,0.00376,0.103,0.403,194.983
572,Stuck with U (with Justin Bieber),Ariana Grande,4HBZA5flZLE435QTztThqH,0.597,0.45,8,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765
573,"Los Abrazos Prohibidos (feat. Alice Wonder, Andrés Suárez, Carlotta Cosials, Christina Rosenvinge, Dani Martin, Depedro, Eva Amaral, Ismael Serrano, Iván Ferreiro, Kase.O, Leiva, Luz Casal, Maika Makovski, Marwán, Nacho Vegas, Nina de Juan, Rozalén, Joaquín Sabina, Santi Balmes & Xoel López)","Vetusta Morla, Dani Martín, Ivan Ferreiro",3qKzESguQJ7GpqWf6K2hOE,0.491,0.562,6,-6.636,0,0.0611,0.0552,7.51e-05,0.249,0.261,153.876
574,La Pared,"Ana Mena, DELLAFUENTE",4ztIiVzp0HH7x1cO0cVLDv,0.556,0.675,5,-6.641,0,0.129,0.141,0,0.167,0.464,110.616
575,Locura,"Cali Y El Dandee, Sebastian Yatra",0pdWocOprCax5nuveKUExa,0.758,0.778,8,-3.562,1,0.0657,0.0806,0,0.198,0.532,92.983
576,A Su Lado,Kaze,1vFYwyu6026HWlTbjMc3EV,0.775,0.346,11,-13.444,0,0.072,0.889,0.00575,0.104,0.37,118.017
577,Me Vale,Miki Núñez,2ptZxf0K480OMZbODKZhVC,0.525,0.782,9,-4.158,1,0.0619,0.00145,0,0.0778,0.738,159.926
578,Estoy en Ello,Kaze,7t8peaW6bs4kmVwE3UZ9bj,0.355,0.482,3,-9.217,0,0.0345,0.711,0,0.0979,0.217,138.198
579,Mundo imperfecto,Sidecars,2u0cV9ctd6AcnMBbDFk88b,0.61,0.747,2,-4.417,1,0.035,0.101,5.08e-06,0.325,0.758,137.464
580,Flamenkito,"Lérica, Belinda",1PCdz8GAZR1i7U5v7dKNMi,0.73,0.714,0,-2.979,1,0.107,0.0877,0,0.117,0.924,94.896
581,No Se Puede,Kaze,6a26x527ggd9u2m5ngcrTx,0.664,0.257,0,-15.679,0,0.188,0.753,2.25e-05,0.265,0.21,121.83
582,Muerto,Kaze,00ZBADBKZGwnzGIAA6U9Fb,0.539,0.267,9,-15.961,0,0.714,0.454,0.0001,0.101,0.174,190.932
583,"Big Soto: Bzrp Music Sessions, Vol. 28","Bizarrap, Big Soto",6nmgafVgxkF3ukzROfrsZO,0.86,0.557,9,-8.142,1,0.275,0.857,4.88e-06,0.104,0.771,140.019
584,Sal de Mí,Operación Triunfo 2020,4Gk5j308rOCeMJoB6KQJw4,0.626,0.757,3,-5.085,0,0.0501,0.121,0,0.332,0.513,110.859
585,ROCKSTAR (feat. Roddy Ricch),DaBaby,7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,11,-7.956,1,0.164,0.247,0,0.101,0.497,89.977
586,GOOBA,6ix9ine,4NhDYoQTYCdWHTvlbGVgwo,0.611,0.688,1,-5.688,1,0.341,0.0264,0,0.251,0.393,178.462
587,PA' ROMPERLA,"Bad Bunny, Don Omar",5XqCz18k96K8tx6DAYM97i,0.772,0.83,7,-5.019,1,0.0599,0.016,0,0.0843,0.697,94.011
588,MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox",4EJHKSnHENfjOxXWryyNtL,0.865,0.5,5,-10.805,1,0.0861,0.0122,7.73e-05,0.098,0.317,92.976
589,BAD CON NICKY,"Bad Bunny, Nicky Jam",5bmSver2b3ZXyuyLKtgnFI,0.59,0.729,7,-4.95,0,0.0893,0.321,0,0.659,0.712,93.094
590,SI ELLA SALE,Bad Bunny,1zaDh3qaGSeSmulNyWlUxm,0.869,0.727,7,-7.397,1,0.123,0.0589,0.00991,0.107,0.92,147.967
591,BYE ME FUI,Bad Bunny,0FktnzDqjClqU6iqOZVEs2,0.712,0.599,5,-6.342,0,0.112,0.412,2.15e-05,0.103,0.588,179.788
592,CANCIÓN CON YANDEL,"Yandel, Bad Bunny",3pm4XtcsRIFFtH2UErk62R,0.75,0.741,9,-4.43,1,0.402,0.447,0,0.121,0.495,79.968
593,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",2tFwfmceQa1Y6nRPhYbEtC,0.807,0.606,3,-8.871,0,0.088,0.0946,0,0.119,0.304,92.988
594,BENDICIONES,Bad Bunny,2CoMYp2uIKsT09nreEZnZn,0.828,0.581,11,-9.909,1,0.0725,0.0378,0,0.103,0.843,143.995
595,RONCA FREESTYLE,Bad Bunny,3XZeOzJ9tqnu58YP6cqApI,0.856,0.656,5,-6.483,0,0.131,0.165,0,0.0998,0.586,90.041
596,EN CASITA,"Bad Bunny, Gabriela",2DhNdoHxavs7Qtf5MnhZD0,0.779,0.764,0,-8.217,1,0.0938,0.221,0.000669,0.0909,0.675,158.093
597,Bando Boyz Free,Kidd Keo,4qZsGjolal3sqKiC0vc3i2,0.799,0.768,3,-7.532,0,0.0678,0.316,0.000905,0.0967,0.887,112.567
598,Dolce,"Ayax y Prok, Daniela, Blasfem",3Xqwx3tIl4aau5xODbbGn1,0.517,0.723,11,-6.764,0,0.41,0.56,0,0.368,0.637,181.834
599,Colocao,Nicki Nicole,7MCFjPDImfjQv7GynHgVrR,0.811,0.712,10,-3.773,0,0.054,0.28,0,0.106,0.576,90.02
600,Como Llora,Juanfran,52zq2a71SGs3f1vJuv59ui,0.827,0.629,6,-3.966,0,0.185,0.183,0,0.084,0.486,88.064
601,Enemigos,"Aitana, Reik",3TXNuXIz469yziFDP7LcKD,0.713,0.79,1,-3.609,0,0.146,0.0502,0,0.172,0.702,89.997
602,Sur y Norte,"Ñengo Flow, Anuel AA",2uy5wXDZQcdd89PvDBSfyy,0.741,0.548,7,-4.938,0,0.153,0.304,0,0.0832,0.285,87.148
603,La Recomellía,DELLAFUENTE,6ZxQ935uckoa0IJAymlRGn,0.642,0.441,1,-9.444,0,0.167,0.336,0.000209,0.0624,0.391,134.996
604,Demonios,Hugo Cobo,5KXsuoKHqo63q0JBHa7iwz,0.594,0.576,10,-7.333,0,0.194,0.0748,0.000191,0.097,0.704,107.606
605,La Bestia,Nil Moliner,2622NeRKTPi0NF1ehdyluZ,0.845,0.695,2,-6.038,1,0.0476,0.0201,0,0.0966,0.885,121.978
606,Lose Somebody,"Kygo, OneRepublic",7xbWAw3LMgRMn4omR5yVn3,0.58,0.586,1,-6.883,1,0.0357,0.344,0,0.0755,0.507,147.988
607,X (with KAROL G),Jonas Brothers,77fvnWALKJR0ws1VUx09CY,0.715,0.827,4,-5.09,0,0.0617,0.0485,3.61e-05,0.321,0.75,117.977
608,TBT - Remix,"Sebastian Yatra, Rauw Alejandro, Manuel Turizo, Cosculluela, Lalo Ebratt, Llane, Dalmata",4RqhZKIXuDYCuFAmUrjjdL,0.82,0.783,2,-4.266,1,0.141,0.0519,0,0.111,0.52,91.957
609,Donde,"Ñengo Flow, Jhay Cortez",2omuboPrC7ivHRrtUgF2JM,0.753,0.647,6,-4.668,0,0.38,0.256,0,0.102,0.501,176.078
610,La Estación Eterna,Leiva,5JFArLc5wo55tcJKFyzpUz,0.323,0.439,11,-6.774,1,0.0556,0.116,1.04e-05,0.108,0.371,168.302
611,Confía,"Sech, Daddy Yankee",5kbps8unnGH4raN5WduZuq,0.722,0.757,0,-3.592,0,0.0782,0.17,1.31e-05,0.0657,0.763,167.987
612,"C.R.O: Bzrp Music Sessions, Vol. 29","Bizarrap, C.R.O",0qPbQWcqNDVrReSSvMoJxk,0.778,0.734,6,-5.346,1,0.0622,0.639,0.00132,0.117,0.622,82.047
613,Bentley,"Sech, Myke Towers",3RGg9W1OyEiRMwu1Qi45dW,0.782,0.738,1,-2.125,1,0.122,0.126,0.00206,0.0692,0.755,166.056
614,Sargento de Hierro,Morgan,1pv5scBTTQyqN2NOiEj8oe,0.524,0.244,10,-8.363,1,0.0283,0.331,0.00045,0.0681,0.175,132.916
615,Sargento de Hierro,Maialen,3QOI5kD0jiBxFR2QpMs6ut,0.647,0.226,10,-9.999,1,0.0383,0.801,0,0.116,0.301,132.917
616,Rain On Me (with Ariana Grande),Lady Gaga,24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,9,-3.764,1,0.0397,0.021,0,0.323,0.646,123.056
617,Bajo La Mesa,"Morat, Sebastian Yatra",7BEPdOI0neT6p7PnLViqmH,0.716,0.624,6,-5.398,0,0.0739,0.238,0,0.128,0.783,90.983
618,He Visto,Morad,0hdK4e0mHCS5jV5B8WFd4N,0.73,0.44,2,-9.042,0,0.18,0.557,0,0.0842,0.414,122.023
619,Pa toda la vida (feat. Mozart La Para),Don Patricio,6DDb7XRNUzeHmSoTbw5nmm,0.692,0.639,2,-5.336,1,0.228,0.218,3.91e-05,0.147,0.511,98.461
620,Dumb,Eva B,2go6N45QZht8PT2aqF1Lvh,0.862,0.39,2,-8.972,1,0.109,0.118,0,0.0996,0.289,95.979
621,Yalo Yale,DELLAFUENTE,0cAWUMWmET5KMGcSLRes1Z,0.701,0.694,6,-4.55,0,0.154,0.527,0.000245,0.0939,0.627,89.954
622,For Sale,"Carlos Vives, Alejandro Sanz",6Qz1HVr1zD00dCdYvgaZEv,0.689,0.921,11,-4.902,0,0.224,0.0944,0,0.281,0.608,99.967
623,Tal Como Eres,"David Otero, Cepeda",3GyjKTLvnFracHkrjkh7gd,0.725,0.682,10,-5.434,1,0.0246,0.109,1.34e-06,0.223,0.69,112.991
624,Fabuloso,"Sech, Justin Quiles",3cg2Y9mIiYNdcPTLKaQgK3,0.637,0.785,6,-2.612,1,0.166,0.0846,0.000239,0.0392,0.74,87.4
625,"Pirueta (with Arcangel, Chencho Corleone, feat. Wisin & Yandel, Myke Towers)",Dímelo Flow,5tx7TTJEcrV5642l0Sn2sD,0.796,0.849,2,-3.841,1,0.071,0.0457,0,0.155,0.784,81.025
626,TKN (feat. Travis Scott),ROSALÍA,4w47S36wQGBhGg073q3nt7,0.776,0.509,0,-6.266,0,0.467,0.192,1.49e-06,0.115,0.485,94.634
627,Sour Candy (with BLACKPINK),Lady Gaga,1IWNylpZ477gIVUDpJL66u,0.752,0.87,9,-3.812,0,0.0623,0.0604,1.12e-05,0.489,0.784,120.006
628,Hasta Que Dios Diga,"Anuel AA, Bad Bunny",06s3QtMJVXw1AJX3UfvZG1,0.691,0.765,8,-4.727,1,0.111,0.464,3.29e-06,0.203,0.855,174.021
629,Fútbol & Rumba (feat. Enrique Iglesias),Anuel AA,2hDe0Ls5mVqs1XJqv7sbcM,0.735,0.916,2,-2.082,1,0.117,0.397,2.91e-06,0.0918,0.691,167.994
